Id,Name,Description,Longitude,Latitude,Status
13246,,M11/6435A,0.18705680800000002,51.8454069,Inactive
13247,,M25/5586A,0.107717318,51.68373778,Inactive
13248,,M25/4093L9,0.239319985,51.42786852,Inactive
13249,,M25/4422B,-0.071916031,51.25845363,Inactive
13250,,M25/4420A,-0.0696222,51.25846979,Inactive
13251,,M25/4420K,-0.06964442600000001,51.2582813,Inactive
13252,,A627M/6230A,-2.160677755,53.57624634,Inactive
13253,,M4/2911A,-1.30118642,51.45386243,Inactive
13254,,M1/2884A,-0.784229657,52.10839945,Inactive
13255,,M1/3327B,-1.17633127,52.404113,Inactive
13256,,M6/6148A,-2.102089204,52.71919678,Inactive
13257,,M42/6338B,-1.780718378,52.38563084,Inactive
13258,,M1/4444A,-1.284530816,53.3317875,Inactive
13259,,M11/6368B,0.170893085,51.78886395,Inactive
13260,,M40/9117B,-1.263576973,51.97835697,Inactive
13261,,M60/9394M,-2.1638124,53.52768715,Inactive
13262,,M5/7388A,-2.134620327,52.25502928,Inactive
13263,,M25/5570A,0.08907079700000001,51.68972743,Inactive
13264,,M11/6463J,0.195504059,51.86712852,Inactive
13265,,M6/5418B,-1.3071434640000001,52.4226985,Inactive
13266,,M60/9361A,-2.2094116010000002,53.53637056,Inactive
13267,MIDAS site at M62/1368B priority 1 on link 199086201; GPS Ref: 370186;394053; Westbound,M62/1368B,-2.450308337,53.44241383,Inactive
13268,,M1/4449B,-1.2877658680000001,53.33589665,Inactive
13269,,M42/6401A,-1.719952944,52.42458236,Inactive
13270,,M1/3661A,-1.287471486,52.67771998,Inactive
13271,,M42/6440A,-1.710651814,52.45943242,Inactive
13272,MIDAS site at M27/9203A priority 1 on link 103009901; GPS Ref: 445067;115891; Eastbound,M27/9203A,-1.35993647,50.94069813,Inactive
13273,,M6/5467A,-1.37469278,52.43578792,Inactive
13274,,M4/2918A,-1.311064322,51.45257211,Inactive
13275,,M1/4399B,-1.293600433,53.29257828,Inactive
13276,MIDAS site at M6/7070M priority 4 on link 199087802; GPS Ref: 363441;392529; Southbound,M6/7070M,-2.5516718369999998,53.42829046,Active
13277,,A1M/9820A,-1.385221954,54.03875958,Inactive
13278,,M6/6293A,-2.146717387,52.83524909,Inactive
13279,,M1/4895J,-1.5308700860000002,53.64745108,Inactive
13280,,M6/5409B,-1.295723676,52.41859447,Inactive
13281,,M6/6408A,-2.20994045,52.92772688,Inactive
13282,,M56/8166A,-2.330702669,53.35780919,Inactive
13283,MIDAS site at M1/3758K priority 1 on link 107030302; GPS Ref: 449044;318627; Northbound,M1/3758K,-1.274625565,52.76304557,Active
13284,,M6/6817B,-2.401278447,53.24303059,Inactive
13285,,M6/7331B,-2.686868636,53.6233957,Inactive
13286,,M6/6358B,-2.172405429,52.88948363,Inactive
13287,,M40/9083B,-1.22369569,51.9624744,Inactive
13288,,M62/1594L,-2.227722886,53.56900064,Inactive
13289,,M1/4244A,-1.325049181,53.16079109,Inactive
13290,,M40/8334B,-0.547271248,51.56282989,Inactive
13291,,M25/5582B,0.10406386100000001,51.68543999,Inactive
13292,,M5/7175B,-2.023915047,52.41737675,Inactive
13293,,M6/7551B,-2.686365715,53.79902827,Inactive
13294,,M1/2827A,-0.727727113,52.07164912,Inactive
13295,,M4/2934A,-1.333696021,51.45398871,Inactive
13296,,M42/6379A1,-1.735224647,52.40859731,Inactive
13297,,M1/2766B,-0.653100207,52.04146391,Inactive
13298,,M42/6394B2,-1.722941972,52.41926732,Inactive
13299,,M23/3346B,-0.11591875300000001,51.23138183,Inactive
13300,,M6/7353B,-2.692389064,53.64291349,Inactive
13301,MIDAS site at M3/2185M priority 1 on link 103007301; GPS Ref: 441635;117956; Westbound,M3/2185M,-1.408545561,50.95952444,Active
13302,MIDAS site at M6/7216A priority 1 on link 117006301; GPS Ref: 353899;403007; Northbound,M6/7216A,-2.696808341,53.52171344,Active
13303,,M42/6496B,-1.7252223990000002,52.5090025,Inactive
13304,,M6/6293B,-2.146450344,52.83529437,Inactive
13305,,M5/7641A,-2.136186538,52.0490428,Inactive
13306,,M56/8235A,-2.432565718,53.36311014,Inactive
13307,,M42/6311B,-1.800688281,52.36541139,Inactive
13308,,M42/6457B,-1.7112002940000002,52.47457317,Inactive
13309,,M5/7017A,-1.967926579,52.54066431,Inactive
13310,,M42/6318A,-1.793765143,52.36987664,Inactive
13311,,M62/1860A,-1.8739560970000002,53.6552935,Inactive
13312,,A1M/2120B,-0.267324116,52.41751015,Inactive
13313,,M56/8175J,-2.344223955,53.3576721,Inactive
13314,,M6/6132A,-2.101966788,52.70490341,Inactive
13315,,M40/9100B,-1.24662809,51.96801796,Inactive
13316,,M6/6482B,-2.249429929,52.98611783,Inactive
13317,,M42/6469B,-1.710952733,52.4853877,Inactive
13318,,A1M/2188A,-0.286665787,52.47733141,Inactive
13319,,M42/6444B1,-1.710011369,52.46282915,Inactive
13320,,M1/2206B,-0.289272319,51.63601265,Inactive
13321,,M62/1883A,-1.844351182,53.66628739,Inactive
13322,,M5/7552B,-2.197260268,52.11568551,Inactive
13323,,A1M/9397M,-0.21100238500000001,51.82427771,Inactive
13324,,M5/7494L,-2.183244205,52.16606442,Inactive
13325,MIDAS site at M3/2113B priority 1 on link 103044201; GPS Ref: 445574;123268; Eastbound,M3/2113B,-1.351798455,51.00699179,Active
13326,,M6/6061B,-2.059828895,52.65017654,Inactive
13327,,M61/5234B,-2.3914473750000003,53.53777325,Inactive
13328,,M6/5584B,-1.533238574,52.47003317,Inactive
13329,,M6/6418B,-2.214852868,52.93736366,Inactive
13330,,M1/2761A,-0.647728014,52.03877689,Inactive
13331,,M5/7189B,-2.034198501,52.40676537,Inactive
13332,MIDAS site at M3/2121A priority 1 on link 103044801; GPS Ref: 445248;122527; Westbound,M3/2121A,-1.356536852,51.00035449,Active
13333,,M62/1749A,-2.027617643,53.62940798,Inactive
13334,MIDAS site at M27/9278A priority 1 on link 103010801; GPS Ref: 448726;110667; Eastbound,M27/9278A,-1.308559124,50.89342817,Inactive
13335,,M56/8224A,-2.416029931,53.36402295,Inactive
13336,MIDAS site at M62/1432B priority 1 on link 199086201; GPS Ref: 374399;398654; Westbound,M62/1432B,-2.387260285,53.48399153,Inactive
13337,,M6/7321A,-2.686151527,53.61460021,Inactive
13338,,M6/5634A,-1.606765196,52.46726982,Inactive
13339,,A1M/9882A,-1.406489868,54.09255851,Inactive
13340,,M67/8422A,-2.117263158,53.45752468,Inactive
13341,,M1/4945B,-1.5555903469999999,53.68620317,Inactive
13342,,M40/9150A,-1.274687492,52.00713406,Inactive
13343,,M60/9197M,-2.379339064,53.48797194,Inactive
13344,,M1/4901B,-1.5281285310000001,53.65181763,Inactive
13345,,M60/9374B,-2.193485203,53.53121108,Inactive
13346,,M6/7550L,-2.685735808,53.79857349,Inactive
13347,,M6/7556L,-2.692500566,53.8018602,Inactive
13348,,M62/2099B5,-1.6083765410000002,53.73169557,Inactive
13349,MIDAS site at M3/2161L priority 1 on link 103008401; GPS Ref: 443620;118923; Eastbound,M3/2161L,-1.3801678160000002,50.96807303,Active
13350,,M1/4361A,-1.313253158,53.26082728,Inactive
13351,,A627M/6225M,-2.159002215,53.57246449,Inactive
13352,,M1/3664B,-1.2884599190000001,52.68061165,Inactive
13353,,M23/3443B,-0.136831214,51.14656084,Inactive
13354,,M1/4935A,-1.553517465,53.677459,Inactive
13355,,M4/2440A,-0.70827815,51.49913489,Inactive
13356,,A1M/2077A,-0.256233465,52.38029333,Inactive
13357,,M6/6058B,-2.058450834,52.64760616,Inactive
13358,,M4/2838A,-1.203196623,51.4593169,Inactive
13359,,M40/9110A,-1.2585735580000001,51.97275114,Inactive
13360,MIDAS site at M27/9237B priority 1 on link 103012701; GPS Ref: 448033;114557; Westbound,M27/9237B,-1.317900612,50.92846438,Inactive
13361,,A1M/2236A,-0.302065421,52.51795027,Inactive
13362,,M42/6420B,-1.7118129930000001,52.44161682,Inactive
13363,MIDAS site at M62/1403A priority 1 on link 200124564; GPS Ref: 372755;396352; Eastbound,M62/1403A,-2.411833221,53.46321731,Inactive
13364,,M25/4427B,-0.07925190800000001,51.25781882,Inactive
13365,,M4/2969B,-1.382676188,51.45265602,Inactive
13366,,M1/2276A,-0.36699032600000003,51.67054443,Inactive
13367,MIDAS site at M62/1358A priority 1 on link 200124564; GPS Ref: 369229;393772; Eastbound,M62/1358A,-2.464687882,53.43983304,Inactive
13368,,M6/5679B,-1.6717772960000001,52.47406633,Inactive
13369,,M6/6576A,-2.329377575,53.03524607,Inactive
13370,,M5/7018K,-1.96794175,52.54005301,Inactive
13371,,M6/6075L,-2.065464428,52.66239962,Inactive
13372,,M4/2836B,-1.200209204,51.45894591,Inactive
13373,,A1M/2191A,-0.28698789999999996,52.4800334,Inactive
13374,,M6/6865A,-2.39514508,53.28640401,Inactive
13375,,M23/3347A,-0.115450036,51.23023215,Inactive
13376,,M6/5600B,-1.556792422,52.47145399,Inactive
13377,,M5/7222B,-2.048285825,52.38527379,Inactive
13378,,M5/7517B,-2.193510235,52.14648444,Inactive
13379,,M25/4239B,0.159919527,51.30992999,Inactive
13380,,M42/6320B,-1.792128828,52.37115937,Inactive
13381,,M42/6483A,-1.7168548220000002,52.49503927,Inactive
13382,,M40/8447A,-0.687980161,51.6023172,Inactive
13383,,A1M/2100B,-0.262062475,52.39985473,Inactive
13384,,M42/6379A2,-1.735224647,52.40859731,Inactive
13385,,M42/6407A2,-1.717105744,52.43060786,Inactive
13386,,M42/6450A,-1.710622479,52.46839554,Inactive
13387,,M5/7392B,-2.13389195,52.25156886,Inactive
13388,,M61/2300A,-2.6245382409999998,53.69146399,Inactive
13389,,M6/5428B,-1.319404652,52.42769648,Inactive
13390,,M275/9460M,-1.085840666,50.8336604,Inactive
13391,,A1M/2137A,-0.271547135,52.43248835,Inactive
13392,,M42/6441B,-1.710338094,52.46014188,Inactive
13393,,M25/4497J,-0.17719535900000002,51.26585193,Inactive
13394,,M62/1232M,-2.648250711,53.41469893,Inactive
13395,,M25/5527M,0.032647184,51.67816326,Inactive
13396,,M42/6144B,-2.017993433,52.35564266,Inactive
13397,,M6/6555B,-2.323361682,53.01853422,Inactive
13398,,M42/6398B,-1.720818133,52.42263358,Inactive
13399,,M4/3006A,-1.434888069,51.44693046,Inactive
13400,,M1/2848B,-0.750096991,52.08460158,Inactive
13401,,M62/1766B,-2.003802081,53.63160394,Inactive
13402,,M1/4930B,-1.5504561300000002,53.67350178,Inactive
13403,,M62/1742A,-2.038655395,53.62867701,Inactive
13404,,M40/9255B,-1.336872421,52.0896322,Inactive
13405,,A1M/7000B,-1.440936108,54.15522185,Inactive
13406,,M65/4068A,-2.579009633,53.7163202,Inactive
13407,,M40/9002A,-1.206615119,51.89445884,Inactive
13408,MIDAS site at M3/2085B priority 1 on link 103044201; GPS Ref: 447159;125560; Eastbound,M3/2085B,-1.32891131,51.02747384,Active
13409,,M42/6371B,-1.746280535,52.40583459,Inactive
13410,,M1/2180A,-0.262241528,51.62791768,Inactive
13411,,M40/9142B,-1.269945088,52.0004245,Inactive
13412,MIDAS site at M1/3871B priority 9 on link 107026401(Non-monitoring MIDAS); GPS Ref: 447110;329350; Southbound,M1/3871B,-1.301743188,52.85960424,Inactive
13413,MIDAS site at M27/9229A priority 1 on link 103009901; GPS Ref: 447488;115116; Eastbound,M27/9229A,-1.325582074,50.93353579,Inactive
13414,,M11/6354B,0.164449659,51.7769416,Inactive
13415,,M1/4244B,-1.324750079,53.16078939,Inactive
13416,,M56/8196B,-2.374865622,53.36006968,Inactive
13417,,M1/3725B,-1.282015922,52.73442206,Inactive
13418,,M1/2743A,-0.624081532,52.03157976,Inactive
13419,,M25/4209A,0.15699315,51.335345,Inactive
13420,,M5/7092K,-2.020347909,52.49052087,Inactive
13421,,M42/6380B,-1.733634044,52.40908819,Inactive
13422,,M1/2790B,-0.6827962360000001,52.05302976,Inactive
13423,,A1M/2137B,-0.271193238,52.43251015,Inactive
13424,,M1/3568B,-1.202459791,52.61487839,Inactive
13425,,M4/2984A,-1.403729263,51.45060682,Inactive
13426,MIDAS site at M3/2099A priority 1 on link 103044801; GPS Ref: 446379;124369; Westbound,M3/2099A,-1.34018498,51.01682766,Active
13427,MIDAS site at M62/1408A priority 1 on link 200124564; GPS Ref: 373077;396757; Eastbound,M62/1408A,-2.407018211,53.46687426,Inactive
13428,,M62/1623A,-2.19281414,53.58257151,Inactive
13429,,M1/3743B,-1.275186695,52.74975313,Inactive
13430,MIDAS site at M62/1373B priority 1 on link 199086201; GPS Ref: 370638;394262; Westbound,M62/1373B,-2.443523256,53.44431776,Inactive
13431,,M1/4925B,-1.545758535,53.66974505,Inactive
13432,MIDAS site at M62/1394A priority 2 on link 200124564; GPS Ref: 372205;395712; Eastbound,M62/1394A,-2.420060334,53.45743586,Inactive
13433,,M1/4315B,-1.3301542450000001,53.2238953,Inactive
13434,,M60/9063A,-2.253854285,53.41126338,Inactive
13435,,M1/3730A,-1.280395839,52.73928473,Inactive
13436,,M4/2998B,-1.423591764,51.44809842,Inactive
13437,,M67/8453L,-2.074951195,53.45268676,Inactive
13438,,M62/1213A,-2.676844268,53.41327292,Inactive
13439,,M42/6414B,-1.714640965,52.43651735,Inactive
13440,,M42/6438B,-1.7103116360000001,52.45744477,Inactive
13441,,M40/9166A,-1.288462892,52.01860054,Inactive
13442,MIDAS site at M6/7235A priority 1 on link 117007301; GPS Ref: 353885;404901; Northbound,M6/7235A,-2.697298785,53.53873505,Active
13443,,M11/6367A,0.170311501,51.78822722,Inactive
13444,,M6/6585A,-2.330342323,53.04440325,Inactive
13445,,M25/5546A,0.055511767000000004,51.68574206,Inactive
13446,,M6/6102A,-2.093269948,52.68007238,Inactive
13447,,M40/9233B,-1.314993372,52.07534628,Inactive
13448,,M60/9095M,-2.29255617,53.42565613,Inactive
13449,,M4/2946B,-1.350615585,51.45641245,Inactive
13450,,M6/7532B,-2.661468718,53.79048568,Inactive
13451,,M1/2165B,-0.25150980500000003,51.61616751,Inactive
13452,MIDAS site at M62/1377B priority 1 on link 199086201; GPS Ref: 370980;394465; Westbound,M62/1377B,-2.438393159,53.44616133,Inactive
13453,,M5/7276B,-2.079804614,52.34498149,Inactive
13454,,M42/6325B,-1.7891558170000001,52.3755323,Inactive
13455,,M60/9333B,-2.245452144,53.54334889,Inactive
13456,MIDAS site at M62/1411B priority 1 on link 199086201; GPS Ref: 373240;396972; Westbound,M62/1411B,-2.404581339,53.46881512,Inactive
13457,,M65/4061A,-2.589649772,53.71653794,Inactive
13458,,M60/9394B,-2.163888204,53.52778591,Inactive
13459,,M5/7508B,-2.190884426,52.15436447,Inactive
13460,,A3M/5040M,-1.012299059,50.877826999999996,Inactive
13461,,M6/7373B,-2.6908832460000003,53.66093487,Inactive
13462,,M61/5226A,-2.385605992,53.53256105,Inactive
13463,,A1M/2134B,-0.270248602,52.42996082,Inactive
13464,MIDAS site at M27/9317B priority 1 on link 103009201; GPS Ref: 452002;108775; Westbound,M27/9317B,-1.262251269,50.87613032,Active
13465,,M5/7422A,-2.144179544,52.22542988,Inactive
13466,,M4/2747B,-1.07720163,51.45107492,Inactive
13467,,M40/9694B,-1.796651902,52.3455992,Inactive
13468,,M60/9496B,-2.136168365,53.45451152,Inactive
13469,,M61/5202B,-2.3641770170000003,53.52133911,Inactive
13470,,M40/9202A,-1.305811477,52.04829301,Inactive
13471,,M6/5386B,-1.2644010460000001,52.41078914,Inactive
13472,MIDAS site at M1/3814B priority 10 on link 107030601(Non-monitoring MIDAS); GPS Ref: 446892;323862; Southbound,M1/3814B,-1.305766716,52.81029286,Inactive
13473,,M602/6040K,-2.325610863,53.4858928,Inactive
13474,,M60/9485B,-2.139225795,53.46369409,Inactive
13475,,M6/6457B,-2.225311567,52.97138738,Inactive
13476,,A1M/2092A,-0.260592048,52.39351209,Inactive
13477,,M1/5087A,-1.4512112,53.77532895,Inactive
13478,,M62/1420A,-2.399063118,53.47633027,Inactive
13479,,M11/6344A,0.157085843,51.76935227,Inactive
13480,,M40/8442A,-0.682319742,51.60032951,Inactive
13481,,M6/6106A,-2.097476763,52.68272088,Inactive
13482,,M42/6322A,-1.790945097,52.37300925,Inactive
13483,,M42/6444B2,-1.710011369,52.46282915,Inactive
13484,,A1M/2214B,-0.291926807,52.49966042,Inactive
13485,,M42/6420M1,-1.7112797030000002,52.44218189,Inactive
13486,,M602/6024B,-2.349976282,53.48740553,Inactive
13487,,M1/2871B,-0.769090252,52.10138156,Inactive
13488,MIDAS site at M27/9294B priority 1 on link 103009201; GPS Ref: 450067;109894; Westbound,M27/9294B,-1.289599295,50.88636332,Inactive
13489,,M60/9370B,-2.199100942,53.53199283,Inactive
13490,MIDAS site at M3/2116A priority 1 on link 103044801; GPS Ref: 445414;122997; Westbound,M3/2116A,-1.354112647,51.00456762,Active
13491,,M60/9100A,-2.297383506,53.42950033,Inactive
13492,,M4/2408B,-0.667448904,51.51099689,Inactive
13493,,A627M/6207L,-2.141727805,53.55935424,Inactive
13494,,M6/5588B,-1.5387802019999999,52.47080101,Inactive
13495,,M6/6767J,-2.387177206,53.19814197,Inactive
13496,,M1/4895B,-1.530145568,53.64730445,Inactive
13497,,M1/4476A,-1.2840307530000001,53.35983785,Inactive
13498,,M42/6126B,-2.043909254,52.35536562,Inactive
13499,,M1/2243A,-0.337830036,51.64737557,Inactive
13500,,M1/4364B,-1.309804981,53.26270422,Inactive
13501,,M62/1587B,-2.230481096,53.56807855,Inactive
13502,,M6/6205B,-2.112817536,52.76856652,Inactive
13503,,M1/3559A,-1.197474455,52.60721214,Inactive
13504,,M42/6465K,-1.710462579,52.479300190000004,Inactive
13505,MIDAS site at M62/1363B priority 1 on link 199086201; GPS Ref: 369711;393901; Westbound,M62/1363B,-2.457444534,53.44102049,Inactive
13506,MIDAS site at M3/2069A priority 1 on link 103044302; GPS Ref: 448050;126779; Westbound,M3/2069A,-1.316045684,51.03836112,Active
13507,,M4/3068A,-1.514819264,51.4676907,Inactive
13508,,M5/7355B,-2.120011642,52.28075729,Inactive
13509,,M42/6403B,-1.718482327,52.42690728,Inactive
13510,,M42/6401B,-1.71965866,52.42460863,Inactive
13511,,M67/8461B,-2.062774569,53.45605544,Inactive
13512,,M6/5718B,-1.7237594600000001,52.48383581,Inactive
13513,,M6/5334L,-1.185614686,52.40526517,Inactive
13514,,M62/2292M,-1.334448131,53.70713919,Inactive
13515,,M40/9029B,-1.203080036,51.91849554,Inactive
13516,,M1/5154B,-1.3798743070000001,53.8055144,Inactive
13517,MIDAS site at M1/3772A priority 5 on link 107031701; GPS Ref: 448764;320031; Northbound,M1/3772A,-1.278566357,52.77569118,Active
13518,,M23/3418A,-0.12873135200000002,51.16795231,Inactive
13519,,M40/8975A,-1.200030419,51.87079421,Inactive
13520,MIDAS site at M6/7076K priority 1 on link 199087201; GPS Ref: 362582;392612; Northbound,M6/7076K,-2.564608653,53.428976,Active
13521,,M61/2035L,-2.3824827920000002,53.53253517,Inactive
13522,,M1/4329A,-1.332949348,53.23584841,Inactive
13523,,M67/8428A,-2.10913369,53.45861097,Inactive
13524,,M42/6311A,-1.800996526,52.36544787,Inactive
13525,,M42/6173A,-1.976249502,52.35646069,Inactive
13526,,M1/3320M,-1.173593404,52.39801633,Inactive
13527,,A1M/7141B,-1.5240225330000001,54.26996869,Inactive
13528,,M5/7598B,-2.1691063,52.07800422,Inactive
13529,,M1/2908A,-0.8105390960000001,52.12288318,Inactive
13530,,M1/3602A,-1.22450265,52.64211146,Inactive
13531,,M42/6390A2,-1.725401539,52.41624342,Inactive
13532,,M1/3659B,-1.286440779,52.67652712,Inactive
13533,,M4/2945A,-1.349137448,51.45610753,Inactive
13534,,M11/6345B,0.15811593200000001,51.76998083,Inactive
13535,,M42/6307B,-1.8044169170000002,52.36244188,Inactive
13536,,M67/8451K,-2.076668761,53.45319803,Inactive
13537,,M62/1246B,-2.628266437,53.41850915,Inactive
13538,,M5/7533B,-2.200272246,52.13261864,Inactive
13539,,M6/6261B,-2.154030315,52.80871185,Inactive
13540,,M6/7341A,-2.691156881,53.6323054,Inactive
13541,,M1/2908B,-0.810332012,52.12297999,Inactive
13542,,M4/2197A,-0.380905523,51.48816459,Inactive
13543,,M6/5757B,-1.753797788,52.51313739,Inactive
13544,,M42/6436A,-1.710277867,52.45586241,Inactive
13545,,M6/7252A,-2.7022038999999998,53.55341162,Inactive
13546,,A1M/2141B,-0.272494193,52.43610766,Inactive
13547,,M1/2799B,-0.69464677,52.05676733,Inactive
13548,,M602/6003K,-2.379333697,53.48736973,Inactive
13549,,A627M/6257B,-2.16665845,53.59923924,Inactive
13550,,M6/7531A,-2.660822898,53.78995895,Inactive
13551,,M60/9252B,-2.3492274,53.52469204,Inactive
13552,MIDAS site at M3/2086A priority 1 on link 103044801; GPS Ref: 447102;125445; Westbound,M3/2086A,-1.329738951,51.02644444,Active
13553,,M42/6443B,-1.710149681,52.46193946,Inactive
13554,,M6/6545A,-2.329814335,53.01046216,Inactive
13555,,M6/6210A,-2.114989707,52.77167478,Inactive
13556,,M60/9428B,-2.132083949,53.50660394,Inactive
13557,,M42/6476A,-1.715128552,52.49093567,Inactive
13558,,A627M/6257A,-2.166915433,53.59926584,Inactive
13559,,M23/3338A,-0.117848698,51.23814877,Inactive
13560,,M42/6149A,-2.010857061,52.35382775,Inactive
13561,,M6/6881M,-2.400295855,53.2998611,Inactive
13562,,M6/6348B,-2.16723729,52.88282987,Inactive
13563,,M40/8388A,-0.6089067450000001,51.58871887,Inactive
13564,,A1M/9894B,-1.413478239,54.10223636,Inactive
13565,MIDAS site at M1/3757L priority 1 on link 107024401; GPS Ref: 449113;318573; Southbound,M1/3757L,-1.273611191,52.76255392,Active
13566,,M23/3359A,-0.12122610700000001,51.22028876,Inactive
13567,,M25/5576B,0.097317836,51.6887891,Inactive
13568,,M61/2030J,-2.379041018,53.53062266,Inactive
13569,,A14/0308B,-0.751359807,52.40236465,Inactive
13570,,M56/8186J,-2.360902024,53.3577307,Inactive
13571,,M23/3351B,-0.116314681,51.22694562,Inactive
13572,,M600/1129A,-1.7149485050000002,52.49144767,Inactive
13573,,M40/9125A,-1.26602588,51.98531332,Inactive
13574,,M62/1944B,-1.761158607,53.68766873,Inactive
13575,,M25/4151A,0.18704220800000002,51.37968995,Inactive
13576,,M42/6501J,-1.725112929,52.51473792,Inactive
13577,,M6/6106B,-2.097062469,52.68267628,Inactive
13578,,M42/6125A,-2.043880033,52.35552745,Inactive
13579,,M4/2257L,-0.465146537,51.49566468,Inactive
13580,,M1/3331L,-1.177984767,52.40768474,Inactive
13581,,M42/6361A,-1.758682254,52.40129358,Inactive
13582,,M62/1738A,-2.043446781,53.626841830000004,Inactive
13583,,A1M/2159A,-0.278886495,52.45177357,Inactive
13584,MIDAS site at M27/9312A priority 1 on link 103010801; GPS Ref: 451528;108931; Eastbound,M27/9312A,-1.268965776,50.8775755,Inactive
13585,,M67/8454A,-2.073596745,53.45311905,Inactive
13586,,M42/6412A3,-1.7154451970000002,52.43497301,Inactive
13587,,M60/9058B,-2.250346532,53.40826862,Inactive
13588,,M6/6234A,-2.139988025,52.78777484,Inactive
13589,,M4/2312B,-0.543993469,51.49154463,Inactive
13590,,M42/6134B,-2.031399806,52.35644865,Inactive
13591,,M4/2813A,-1.167655046,51.46029332,Inactive
13592,MIDAS site at M27/9233B priority 1 on link 103012701; GPS Ref: 447785;114869; Westbound,M27/9233B,-1.321388263,50.93129036,Inactive
13593,,M1/2153B,-0.24254597800000002,51.60700585,Inactive
13594,,M60/9437A,-2.125910139,53.49906937,Inactive
13595,,M23/3408A,-0.127510473,51.1769079,Inactive
13596,,M1/2867A,-0.765031298,52.09874052,Inactive
13597,,M42/6410A2,-1.7160888970000001,52.43322151,Inactive
13598,,M42/6410A3,-1.7160888970000001,52.43322151,Inactive
13599,,M1/3549M,-1.194269496,52.59836215,Inactive
13600,MIDAS site at M27/9370A priority 1 on link 103010102; GPS Ref: 457128;107905; Eastbound,M27/9370A,-1.189537251,50.86782633,Active
13601,,M4/2413B,-0.6745389190000001,51.50999813,Inactive
13602,,M42/6488J,-1.739791896,52.5069225,Inactive
13603,,M3/2175M,-1.394800544,50.96097373,Inactive
13604,,M11/6239L,0.128381158,51.68015468,Inactive
13605,,M62/1713B,-2.079394374,53.62246453,Inactive
13606,,M4/2874A,-1.253796858,51.46336282,Inactive
13607,,M6/7290M,-2.6934562680000003,53.58711619,Inactive
13608,,M66/4128B,-2.267377687,53.55755736,Inactive
13609,,M6/5445A,-1.342468684,52.43343714,Inactive
13610,,M60/9428A,-2.131585816,53.50641573,Inactive
13611,,M6/6466A,-2.229954367,52.9792083,Inactive
13612,,M42/6316A,-1.795990317,52.36827125,Inactive
13613,,M1/2875A,-0.7744420630000001,52.10374824,Inactive
13614,,M60/9231K,-2.3726160910000003,53.5136279,Inactive
13615,,M40/9051B,-1.201815476,51.93815081,Inactive
13616,,M5/7532A,-2.19969083,52.13327595,Inactive
13617,,A1M/9882B,-1.406048689,54.09240355,Inactive
13618,,M6/6251A,-2.153521657,52.79912072,Inactive
13619,,M4/3017B,-1.450783225,51.44739255,Inactive
13620,,M40/8417A,-0.647209401,51.59823047,Inactive
13621,,M60/9287A,-2.303819765,53.53666256,Inactive
13622,,M25/4204B,0.155900211,51.34020352,Inactive
13623,,M6/5544B,-1.479360115,52.45639587,Inactive
13624,,M6/6358A,-2.172628079,52.88941138,Inactive
13625,,M1/2286B,-0.374012783,51.67797938,Inactive
13626,,M6/6712L,-2.347081965,53.15440899,Inactive
13627,,A1M/7078B,-1.481969434,54.21814568,Inactive
13628,,M1/2880A,-0.779659881,52.10623016,Inactive
13629,MIDAS site at M6/7066M priority 3 on link 199087802; GPS Ref: 363612;392243; Southbound,M6/7066M,-2.54906537,53.42573178,Active
13630,,M1/2889B,-0.7898177940000001,52.11127133,Inactive
13631,,M4/2418A,-0.681060232,51.50872281,Inactive
13632,,M600/1516B,-2.081839384,52.67407589,Inactive
13633,,M60/9343B,-2.232679087,53.53942854,Inactive
13634,,M42/6410B,-1.7158991239999999,52.43299631,Inactive
13635,,A1M/7167A,-1.548599601,54.29020349,Inactive
13636,MIDAS site at M6/7506B priority 1 on link 117012101; GPS Ref: 357999;430774; Southbound,M6/7506B,-2.638731598,53.77161724,Active
13637,,M5/7436M,-2.156793651,52.21534406,Inactive
13638,,M5/7157B,-2.01759934,52.43302085,Inactive
13639,,M6/7277A,-2.696411573,53.57573734,Inactive
13640,,M42/6190B,-1.9521195470000001,52.36156848,Inactive
13641,,M4/2364A,-0.606334794,51.50201348,Inactive
13642,MIDAS site at M27/9375A priority 1 on link 103010102; GPS Ref: 457619;107811; Eastbound,M27/9375A,-1.182575262,50.8669324,Active
13643,,A1M/2200B,-0.284657773,52.48807365,Inactive
13644,,M11/6412B,0.187710066,51.82653719,Inactive
13645,,M1/4925A,-1.5460016680000002,53.66965609,Inactive
13646,,M60/9439B,-2.124926231,53.4976862,Inactive
13647,,M11/6390A,0.177177158,51.80824382,Inactive
13648,,M40/9231A,-1.3141135990000001,52.07372279,Inactive
13649,,M60/9100K,-2.297473242,53.4294192,Inactive
13650,,M6/7389A,-2.685058498,53.67504418,Inactive
13651,,M56/8269A,-2.48220067,53.35786795,Inactive
13652,,M4/2950B,-1.356441127,51.45666933,Inactive
13653,,M1/4480A,-1.283465013,53.36310629,Inactive
13654,,A1M/2203B,-0.28537354800000003,52.49163551,Inactive
13655,,M4/3095A,-1.549409032,51.47838514,Inactive
13656,,M1/2267A,-0.35633037300000003,51.66499136,Inactive
13657,,M6/6580B,-2.3295295129999998,53.03952443,Inactive
13658,,M1/4315A,-1.3304245319999999,53.22385188,Inactive
13659,,A1M/2083B,-0.257574234,52.38505161,Inactive
